id_num,name,year,author,tasks,topics,keywords,types,annotations,size,num_cat,description,url,thumbnail,paper,citations,conferences,institutions,
106,The CMU Multi-PIE Face Database ,2009,"Ralph Gross, Iain Matthews, Jeffrey Cohn, Takeo Kanade, Simon Baker",recognition;classification,affect/expression,,images,category labels,750000,,"The CMU Multi-PIE face database contains more than 750,000 images of 337 people recorded in up to four sessions over the span of five months. Subjects were imaged under 15 view points and 19 illumination conditions while displaying a range of facial expressions. ",http://www.cs.cmu.edu/afs/cs/project/PIE/MultiPie/Multi-Pie/Home.html,http://www.cs.cmu.edu/afs/cs/project/PIE/MultiPie/Multi-Pie/Home_files/252_03_02_051_00.jpg,Multi-PIE,"Gross, R., Matthews, I., Cohn, J., Kanade, T., & Baker, S. (2010). Multi-pie. Image and Vision Computing, 28(5), 807-813.",,Carnegie Mellon University;University of Pittsburgh;Microsoft Research,
107,The Extended Cohn-Kande Dataset (CK+),2010,"Lucey, P., Cohn, J. F., Kanade, T., Saragih, J., Ambadar, Z., & Matthews, I.",recognition;classification,affect/expression,,images,category labels,593,7,Dataset for research into automatically detecting individual facial expressions.,http://www.pitt.edu/~emotion/ck-spread.htm,http://www.pitt.edu/~emotion/images/CKimage.png,The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression.,"Lucey, P., Cohn, J. F., Kanade, T., Saragih, J., Ambadar, Z., & Matthews, I. (2010, June). The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression. In Computer Vision and Pattern Recognition Workshops (CVPRW), 2010 IEEE Computer Society Conference on (pp. 94-101). IEEE.",CVPR,Carnegie Mellon University;University of Pittsburgh,
108,Columbia Gaze Data Set ,2013,"Brian A. Smith,  Qi Yin,  Steven K. Feiner,  Shree K. Nayar",gaze estimation,gaze,head,images,gaze fixation annotations;landmark annotations,5880,,"We have created a large publicly available gaze data set: 5,880 images of 56 people over varying gaze directions and head poses. We created this data set to train a detector to sense eye contact in an image using a passive, appearance-based approach. However, the data set can be used for many other gaze estimation and tracking purposes as well. ",http://www.cs.columbia.edu/CAVE/databases/columbia_gaze/,http://www.cs.columbia.edu/CAVE/databases/columbia_gaze/gaze_database.png,Gaze Locking: Passive Eye Contact Detection for Human–Object Interaction,"Smith, B. A., Yin, Q., Feiner, S. K., & Nayar, S. K. (2013, October). Gaze locking: passive eye contact detection for human-object interaction. In Proceedings of the 26th annual ACM symposium on User interface software and technology(pp. 271-280). ACM.",UIST,Columbia University,
109,AffectNet,2017,"Ali Mollahosseini, Behzad Hasani, and Mohammad H. Mahoor",recognition;classification,affect/expression,,images,category labels;valence/intensity annotations,1000000,7,"AffectNet is a new database of facial expressions in the wild, by collecting and annotating facial images. AffectNet contains more than 1M facial images collected from the Internet by querying three major search engines using 1250 emotion related keywords in six different languages. ",http://mohammadmahoor.com/affectnet/,http://mohammadmahoor.com/wp-content/uploads/2017/06/sample2-1-768x833.png,"Affectnet: A database for facial expression, valence/intensity annotation, and arousal computing in the wild","Mollahosseini, A., Hasani, B., & Mahoor, M. H. (2017). Affectnet: A database for facial expression, valence/intensity annotation, and arousal computing in the wild. arXiv preprint arXiv:1708.03985.",,University of Denver,
110,DISFA:Denver Intensity of Spontaneous Facial Action Database ,2013,"S.Mohammad Mavadati, Mohammad H. Mahoor, Kevin Bartlett, Philip Trinh, and Jeffrey F. Cohn",recognition;classification,affect/expression,,images,category labels;landmark annotations;valence/intensity annotations,130000,12,The Denver Intensity of Spontaneous Facial Action Database is a non-posed facial expression database for those who are interested in developing computer algorithms for automatic action unit detection and their intensities described by FACS. This database contains stereo videos of 27 adult subjects (12 females and 15 males) with different ethnicities. The images were acquired using PtGrey stereo imaging system at high resolution (1024×768). The intensity of AU’s (0-5 scale) for all video frames were manually scored by two human FACS experts. The database also includes 66 facial landmark points of each image in the database. ,http://mohammadmahoor.com/disfa/,,Disfa: A spontaneous facial action intensity database,"Mavadati, S. M., Mahoor, M. H., Bartlett, K., Trinh, P., & Cohn, J. F. (2013). Disfa: A spontaneous facial action intensity database. IEEE Transactions on Affective Computing, 4(2), 151-160.",,University of Denver;Carnegie Mellon University;University of Pittsburgh,
111,DISFA+:Extended Denver Intensity of Spontaneous Facial Action Database ,2016,"Mohammad Mavadati, Peyten Sanger, Mohammad H. Mahoor",recognition;classification,affect/expression,,images,category labels;landmark annotations;valence/intensity annotations,,12,"The Extended Denver Intensity of Spontaneous Facial Action Database is an  extension of DISFA, a previously released and well-accepted face dataset. Extended DISFA (DISFA+) has the following features: 1) it contains a large set of posed and non-posed facial expressions data for a same group of individuals, 2) it provides the manually labeled frame-based annotations of 5-level intensity of twelve FACS facial actions, 3) it provides meta data (i.e. facial landmark points in addition to the self-report of each individual regarding every posed facial expression). ",http://mohammadmahoor.com/disfa/,,Extended DISFA Dataset: Investigating Posed and Spontaneous Facial Expressions,"Mavadati, M., Sanger, P., & Mahoor, M. H. (2016). Extended DISFA Dataset: Investigating Posed and Spontaneous Facial Expressions. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition Workshops (pp. 1-8).",CVPR,University of Denver,
112,EURECOM Facial Cosmetics Database,2013,"Marie-Lena Eckert, Neslihan Kose, and Jean-Luc Dugelay",recognition;classification,faces,cosmetics,images,valence/intensity annotations;category labels;localization line/shape coordinates,389,8,"The database contains multiple images with and without applied makeup per person and consists in total of 389 images and 50 persons. Each image is annotated with the amount and location of applied makeup i.e. the makeup code. With this code, it is possible to deduct the makeup category automatically. For each person, one reference image with no makeup is stored and one or more makeup series.",http://fcd.eurecom.fr/,http://fcd.eurecom.fr/files/Bild3_2_0.png,Facial Cosmetics Database and Impact Analysis on Automatic Face Recognition,"Eckert, M. L., Kose, N., & Dugelay, J. L. (2013, September). Facial cosmetics database and impact analysis on automatic face recognition. In Multimedia Signal Processing (MMSP), 2013 IEEE 15th International Workshop on (pp. 434-439). IEEE.",,TU Muenchen Boltzmannstr;EURECOM,
113,EURECOM Kinect Face Database ,2014,"Rui Min, Neslihan Kose, Jean-Luc Dugelay",recognition;classification,faces;affect/expression,,images;depth images;3D images,landmark annotations;category labels;attribute annotations,"Min, R., Kose, N., & Dugelay, J. L. (2014). Kinectfacedb: A kinect database for face recognition. IEEE Transactions on Systems, Man, and Cybernetics: Systems, 44(11), 1534-1548.",9,"The Dataset consists of the multimodal facial images of 52 people (14 females, 38 males) obtained by Kinect. The data is captured in two sessions happened at different time period (about half month). In each session, the dataset provides the facial images of each person in 9 states of different facial expressions, different lighting and occlusion conditions.",http://rgb-d.eurecom.fr/,http://rgb-d.eurecom.fr/files/exampledb-crop.png,KinectFaceDB: A Kinect Database for Face Recognition,"Min, R., Kose, N., & Dugelay, J. L. (2014). Kinectfacedb: A kinect database for face recognition. IEEE Transactions on Systems, Man, and Cybernetics: Systems, 44(11), 1534-1548.",,University of North Carolina at Chapel Hill;EUROCOM,
114,EYEDIAP dataset ,2014,"Funes Mora, Kenneth Alberto and Monay, Florent and Odobez, Jean-Marc",gaze estimation,gaze,,video;RGB-D video,gaze fixation anootaions;joint positions/pose annotations,94,,"The EYEDIAP dataset intends to fill the need for a standard database for gaze estimation from remote RGB, and RGB-D (standard vision and depth), cameras.",https://www.idiap.ch/dataset/eyediap,,EYEDIAP: A Database for the Development and Evaluation of Gaze Estimation Algorithms from RGB and RGB-D Cameras,"Funes Mora, K. A., Monay, F., & Odobez, J. M. (2014, March). Eyediap: A database for the development and evaluation of gaze estimation algorithms from rgb and rgb-d cameras. In Proceedings of the Symposium on Eye Tracking Research and Applications (pp. 255-258). ACM.",,Idiap Research Institute;Ecole Polytechnique Federale de Lausanne,
115,FDDB: Face Detection Data set and Benchmark - studying unconstrained face detection,2010,Vidit Jain and Erik Learned-Miller,detection,faces,,images,bounding boxes,5171,,A data set of face regions designed for studying the problem of unconstrained face detection. This data set contains the annotations for 5171 faces in a set of 2845 images taken from the Faces in the Wild data set.,http://vis-www.cs.umass.edu/fddb/,,FDDB: A Benchmark for Face Detection in Unconstrained Settings,"Jain, V., & Learned-Miller, E. (2010). Fddb: A benchmark for face detection in unconstrained settings. University of Massachusetts, Amherst, Tech. Rep. UM-CS-2010-009, 2(7), 8.",,University of Massachusetts Amherst,
116,FaceScrub,2014,"H.-W. Ng, S. Winkler.",detection;recognition,faces,,images,identity annotations,106863,,"FaceScrub comprises a total of 106,863 face images* of male and female 530 celebrities, with about 200 images per person. As such, it is one of the largest public face databases.",http://vintage.winklerbros.net/facescrub.html,http://vintage.winklerbros.net/Images/facescrub.jpg,A data-driven approach to cleaning large face datasets,"Ng, H. W., & Winkler, S. (2014, October). A data-driven approach to cleaning large face datasets. In Image Processing (ICIP), 2014 IEEE International Conference on (pp. 343-347). IEEE.",ICIP,University of Illinois at Urbana-Champaign,
117,Facial Expression Dataset (AM-FED),2011,"Daniel McDuff, Rana el Kaliouby, Thibaud Senechal, May Amr, Jeffrey Cohn, Rosalind Picard and Affectiva",detection;recognition,faces;affect/expression,,video;video frames,temporal category labels;tracking/movement annotations;attribute annotations;landmark annotations;valence/intensity annotations,168359,10,"This dataset consists of 242 facial videos (168,359 frames) recorded in real world conditions.",https://www.affectiva.com/facial-expression-dataset/,,Naturalistic and Spontaneous Facial Expressions Collected “In-the-Wild”(2013),"Affectiva-MIT Facial Expression Dataset (AM-FED): Naturalistic and Spontaneous Facial Expressions Collected “In-the-Wild”(2013). Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition Workshops;McDuff, D., Kaliouby, R., and Picard, R. Crowdsourcing Facial Responses to Online Videos. IEEE Transactions on Affective Computing, 2012.;McDuff, D., el Kaliouby, R. and Picard, R. Crowdsourced Data Collection of Facial Responses. Proceedings of the 13th international conference on multimodal interfaces, 2011.;McDuff, D., el Kaliouby, R. Demirdjian D., and Picard, R. Predicting Online Media Effectiveness Based on Smile Responses Gathered Over the Internet. Proceedings of the 10th international conference on Automatic Face and Gesture Recognition, 2013.",CVPR,Affectiva Inc.;MIT Media Lab;Carnegie Mellon University,
118,Florence 2D/3D Hybrid Face Dataset ,2011,"Bagdanov, A. D., Del Bimbo, A., & Masi, I.",recognition;pose estimation,faces,,video;images;3D models;3D mesh,n/a,,,"The dataset consists of high-resolution 3D scans of human faces along with several video sequences of varying resolution and zoom level. Each subject is recorded under various scenarios, settings and conditions. This dataset is being constructed specifically to support research on techniques that bridge the gap between 2D, appearance-based recognition techniques, and fully 3D approaches. It is designed to simulate, in a controlled fashion, realistic surveillance conditions and to probe the efficacy of exploiting 3D models in real scenarios.",https://www.micc.unifi.it/resources/datasets/florence-3d-faces/,https://www.micc.unifi.it/wp-content/uploads/2016/01/superfaces-750x400.png,The Florence 2D/3D Hybrid Face Dataset,"Bagdanov, A. D., Del Bimbo, A., & Masi, I. (2011, December). The Florence 2D/3D hybrid face dataset. In Proceedings of the 2011 joint ACM workshop on Human gesture and behavior understanding (pp. 79-80). ACM.",,Media Integration and Communication Center,
119,Gi4E Database ,2013,"Arantxa Villanueva, Victoria Ponz, Laura Sesma?Sanchez, Mikel Ariz, Sonia Porta, and Rafael Cabeza",detection;localization,eyes,iris,images,localization line/shape coordinates,1339,,"We have created a public database of images for iris center and eye corner detection. The database consists of a set of 1339 images acquired with a standard webcam, corresponding to 103 different subjects and 13 images each. Every set of 13 images consists of 12 images in which the user gazes at different points in the screen and another image in which the user’s eyes are closed.",http://gi4e.unavarra.es/databases/gi4e/,http://gi4e.unavarra.es/gi4e/imgs/sample_3.png,Hybrid method based on topography for robust detection of iris center and eye corners,"Villanueva, A., Ponz, V., Sesma-Sanchez, L., Ariz, M., Porta, S., & Cabeza, R. (2013). Hybrid method based on topography for robust detection of iris center and eye corners. ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM), 9(4), 25.",,,
120,IMDB-WIKI,2015,"Rasmus Rothe, Radu Timofte, Luc Van Gool",regression,faces,age,images,category labels,500000,,The IMDB-WIKI dataset contains more than 500k face images with gender and age labels for training. ,http://www.vision.ee.ethz.ch/en/datasets/,https://data.vision.ee.ethz.ch/cvl/rrothe/imdb-wiki/static/img/imdb-wiki-teaser.png,DEX: Deep EXpectation of apparent age from a single image,"Rasmus Rothe and Radu Timofte and Luc Van Gool, ""DEX: Deep EXpectation of apparent age from a single image"", ICCVW, 2015.;Rasmus Rothe and Radu Timofte and Luc Van Gool, ""Deep expectation of real and apparent age from a single image without facial landmarks"", IJCV, 2016.",ICCV;IJCV,"D-ITET, ETH Zurich",
121,Indian Movie Face database (IMFDB),2013,"Shankar Setty, Moula Husain, Parisa Beham, Jyothi Gudavalli, Menaka Kandasamy, Radhesyam Vaddi, Vidyagouri Hemadri, J C Karure, Raja Raju, Rajan, Vijay Kumar and C V Jawahar",recognition,faces;affect/expression,movie,images,attribute annotations;category labels,34512,,"Indian Movie Face database (IMFDB) is a large unconstrained face database consisting of 34512 images of 100 Indian actors collected from more than 100 videos. All the images are manually selected and cropped from the video frames resulting in a high degree of variability interms of scale, pose, expression, illumination, age, resolution, occlusion, and makeup. ",http://cvit.iiit.ac.in/projects/IMFDB/,http://cvit.iiit.ac.in/projects/IMFDB/faces5.png,Indian Movie Face Database: A Benchmark for Face Recognition Under Wide Variations,"Setty, S., Husain, M., Beham, P., Gudavalli, J., Kandasamy, M., Vaddi, R., ... & Kumar, V. (2013, December). Indian movie face database: a benchmark for face recognition under wide variations. In Computer Vision, Pattern Recognition, Image Processing and Graphics (NCVPRIPG), 2013 Fourth National Conference on (pp. 1-5). IEEE.",NCVPRIPG,"BVBCET;VRS College;Vickramce, MDU;TCE;PSYEC;SDM;CVIT; IIITH",
122,LFW: Labeled Faces in the Wild,2016,"Erik Learned-Miller, Gary B. Huang, Aruni RoyChowdhury, Haoxiang Li, and Gang Hua.",recognition;identification,faces,,images,identity annotations,13000,,"Labeled Faces in the Wild is a database of face photographs designed for studying the problem of unconstrained face recognition. The data set contains more than 13,000 images of faces collected from the web. Each face has been labeled with the name of the person pictured. ",http://vis-www.cs.umass.edu/lfw/,http://vis-www.cs.umass.edu/lfw/Six_Face_Panels_sm.jpg,Labeled Faces in the Wild: A Survey.,"Learned-Miller, E., Huang, G. B., RoyChowdhury, A., Li, H., & Hua, G. (2016). Labeled faces in the wild: A survey. In Advances in face detection and facial image analysis (pp. 189-248). Springer, Cham.",,"University of Massachusetts, Amherst;Howard Hughes Medical Institute;Stevens Institute of Technology",
123,YouTube Makeup (YMU),2012,"A. Dantcheva, C. Chen, A. Ross",recognition,faces,cosmetics,video;video frames;images,identity annotations,604,,"YMU is a dataset consisting of 151 subjects, specifically Caucasian females, from YouTube makeup tutorials. We captured images of the subjects before and after the application of makeup. There are four shots per subject: two shots before the application of makeup and two shots after the application of makeup",http://www.antitza.com/makeup-datasets.html,,Can Facial Cosmetics Affect the Matching Accuracy of Face Recognition Systems?,"A. Dantcheva, C. Chen, A. Ross, ""Can Facial Cosmetics Affect the Matching Accuracy of Face Recognition Systems?,"" Proc. of 5th IEEE International Conference on Biometrics: Theory, Applications and Systems (BTAS), (Washington DC, USA), September 2012.; C. Chen, A. Dantcheva, A. Ross, ""Automatic Facial Makeup Detection with Application in Face Recognition,"" Proc. of 6th IAPR International Conference on Biometrics (ICB), (Madrid, Spain), June 2013.",BTAS;ICB,West Virginia University;Michigan State University,
124,Makeup Induced Face Spoofing (MIFS),2017,"C. Chen, A. Dantcheva, T. Swearingen, A. Ross",authentication/matching;recognition,faces,spoofing;cosmetics,images,identity annotations,642,,MIFS is a dataset consisting of 107 makeup-transformations taken from random YouTube makeup video tutorials. Each subject is attempting to spoof a target identity. Hence we provide three sets of face images: images of a subject before makeup; images of the same subject after makeup with the intention of spoofing; and images of the target subject who is being spoofed.,http://www.antitza.com/makeup-datasets.html,http://www.antitza.com/img/MU_spoofig.png,Spoofing Faces Using Makeup: An Investigative Study,"C. Chen, A. Dantcheva, T. Swearingen, A. Ross, ""Spoofing Faces Using Makeup: An Investigative Study,"" Proc. of 3rd IEEE International Conference on Identity, Security and Behavior Analysis (ISBA), (New Delhi, India), February 2017.",IBSA,Michigan State University;Inria Mediterranee,
125,"Makeup in the ""Wild"" (MIW)",2013,"C. Chen, A. Dantcheva, T. Swearingen, A. Ross",detection;classification,faces,cosmetics,images,category labels;localization line/shape coordinates;bounding boxes,154,,MIW contains images obtained from the internet of faces with and without makeup.,http://www.antitza.com/makeup-datasets.html,http://www.antitza.com/images/VMU.jpg,Automatic Facial Makeup Detection with Application in Face Recognition,"C. Chen, A. Dantcheva, A. Ross, ""Automatic Facial Makeup Detection with Application in Face Recognition,"" Proc. of 6th IAPR International Conference on Biometrics (ICB), (Madrid, Spain), June 2013.",,Michigan State University;Inria Mediterranee,
126,The MUCT Face Database,2010,S. Milborrow and J. Morkel and F. Nicolls,recognition,faces,,images,landmark annotations,3755,,"The MUCT database consists of 3755 faces with 76 manual landmarks. The database was created to provide more diversity of lighting, age, and ethnicity than currently available landmarked 2D face databases. ",http://www.milbo.org/muct/,http://www.milbo.org/muct/muct-examples-lores.jpg,The MUCT Landmarked Face Database,"Milborrow, S., Morkel, J., & Nicolls, F. (2010). The MUCT landmarked face database. Pattern Recognition Association of South Africa, 201(0).",,University of Cape Town,
127,MIT eye tracking database (1003 images) ,2009,Tilke Judd and Krista Ehinger and Fredo Durand and Antonio Torralba,gaze estimation,gaze,,images,gaze fixation annotations,1003,,Large database of eye tracking data.,http://people.csail.mit.edu/tjudd/WherePeopleLook/index.html,,Learning to Predict Where Humans Look,"Judd, T., Ehinger, K., Durand, F., & Torralba, A. (2009, September). Learning to predict where humans look. In Computer Vision, 2009 IEEE 12th international conference on(pp. 2106-2113). IEEE.",ICCV,MIT,
128,MMI Facial Expression Database ,2010,"Michel F. Valstar, Maja Pantic",recognition;classification,affect/expression,,video;audio;video frames,category labels,2900,,"The MMI Facial Expression Database is an ongoing project, that aims to deliver large volumes of visual data of facial expressions to the facial expression analysis community.",https://mmifacedb.eu/,https://ibug.doc.ic.ac.uk/media/uploads/images/research/mmifacedb_example_research_slide.png,"Induced disgust, happiness and surprise: an addition to the mmi facial expression database","Valstar, M., & Pantic, M. (2010, May). Induced disgust, happiness and surprise: an addition to the mmi facial expression database. In Proc. 3rd Intern. Workshop on EMOTION (satellite of LREC): Corpora for Research on Emotion and Affect (p. 65).",,Imperial College London;Twente University,
129,MORPH (Craniofacial Longitudinal Morphological Face Database) ,2009,"Rawls, A. W., & Ricanek, K. ",recognition,faces,,images,attribute annotations,55000,,"MORPH is a longitudinal face database, developed for age progression and age estimation research. This database is primarily used to solve age-related problems of facial recognition systems. The data corpus provides the largest set of publicly available longitudinal adult images with supporting metadata and is still expanding; longitudinal spans range from several days to over twenty years. The metadata provided aids in classification by age, gender, and race and includes other key parameters that affect aging appearance.",https://ebill.uncw.edu/C20231_ustores/web/classic/product_detail.jsp?PRODUCTID=8,,Development and optimization of a longitudinal age progression database.,"Rawls, A. W., & Ricanek, K. (2009, September). MORPH: Development and optimization of a longitudinal age progression database. In European Workshop on Biometrics and Identity Management (pp. 17-24). Springer, Berlin, Heidelberg.",,University of North Carolina Wilmington,
130,Appearance-based Gaze Estimation in the Wild (MPIIGaze),2015,"Xucong Zhang and Yusuke Sugano and Mario Fritz and Bulling, Andreas",gaze estimation,gaze,,images,gaze fixation annotations,213659,,"We present the MPIIGaze dataset that contains 213,659 images we collected from 15 participants during natural everyday laptop use over more than three months. ",https://www.mpi-inf.mpg.de/departments/computer-vision-and-multimodal-computing/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild/,https://www.mpi-inf.mpg.de/fileadmin/_processed_/d/6/csm_MPIIGaze_Examples_8639a4f948.png,Appearance-based Gaze Estimation in the Wild,"Zhang, X., Sugano, Y., Fritz, M., & Bulling, A. (2015). Appearance-based gaze estimation in the wild. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (pp. 4511-4520).",CVPR,Max Planck Institute for Informatics,
131,MegaFace ,2017,"Ira Kemelmacher-Shlizerman, Steve Seitz, Daniel Miller, Evan Brossard",recognition,faces,,images,bounding boxes;identity annotations,690572,,Face recognition and verification performance under up to 1 million distractors,http://megaface.cs.washington.edu/participate/challenge.html,,The megaface benchmark: 1 million faces for recognition at scale,"Kemelmacher-Shlizerman, I., Seitz, S. M., Miller, D., & Brossard, E. (2016). The megaface benchmark: 1 million faces for recognition at scale. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (pp. 4873-4882).",CVPR,University of Washington,
132,MegaFace2,2016,Aaron Nech and Ira Kemelmacher-Shlizerman,recognition,faces,,images,identity annotations,672000,,"Training on 672K identities, and then testing recognition and verification performance under 1 million distractors. ",http://megaface.cs.washington.edu/participate/challenge2.html,,Level Playing Field For Million Scale Face Recognition,"Nech, A., & Kemelmacher-Shlizerman, I. (2017, July). Level playing field for million scale face recognition. In 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (pp. 3406-3415). IEEE.",CVPR,University of Washington,
133,Music video dataset ,2016,"Zhang, Shun and Gong, Yihong and Huang, Jia-Bin and Lim, Jongwoo and Wang, Jinjun and Ahuja, Narendra and Yang, Ming-Hsuan",detection;tracking,faces,,video;video frames,bounding boxes,117598,,"We contribute a new dataset consisting of 8 music videos from YouTube. We provide full annotations of 3,845 face tracklets and 117,598 face detections. The videos with ground-truth annotations can be downloaded in BaiduYun.",http://shunzhang.me.pn/papers/eccv2016/,http://shunzhang.me.pn/papers/eccv2016/Apink/0676.jpg,Tracking Persons-of-Interest via Adaptive Discriminative Features,"Zhang, S., Gong, Y., Huang, J. B., Lim, J., Wang, J., Ahuja, N., & Yang, M. H. (2016, October). Tracking persons-of-interest via adaptive discriminative features. In European Conference on Computer Vision (pp. 415-433). Springer, Cham.",ECCV,"Xi’an Jiaotong University;University of Illinois, Urbana-Champaign;Hanyang University;University of California, Merced",
134,"Notre Dame Image Database for Contact Lens
Detection In Iris Recognition",2013,Jay Doyle and Kevin Bowyer,detection;segmentation,eyes,,images,pixel-wise segmentation,7300,,"The images in this database were acquired with an LG 4000 and an IrisGuard AD100 iris camera. The images are 480x640 in size, and are intensity images acquired under near-IR illumination. The datasbase contains images of subjects in three conditions: (1) wearing cosmetic contact lenses1 , (2) wearing clear soft contact lenses2 , and (3) wearing no contact lenses3 . The database is separated into two datasets: Dataset I (LG4000) and Dataset II (AD100). Dataset I is constructed of a training set of 3000 images, with 10 equal folds for testing purposes, and a verification dataset set of 1200 images. Dataset I— is constructed of a training set of 600 images, with 10 equal folds for testing purposes, and a verification dataset set of 300 images.",https://sites.google.com/a/nd.edu/public-cvrl/data-sets,, Notre Dame Image Database for Contact Lens Detection in Iris Recognition,"Doyle, J., & Bowyer, K. W. (2014). Notre Dame Image Database for Contact Lens Detection in Iris Recognition—2013.",,University of Notre Dame,
135,OUI-Adience Faces,2014," E. Eidinger, R. Enbar, and T. Hassner",classification,faces,gender;age,images,category labels,26580,,"In order to facilitate the study of age and gender recognition, we provide a data set and benchmark of face photos. The data included in this collection is intended to be as true as possible to the challenges of real-world imaging conditions. In particular, it attempts to capture all the variations in appearance, noise, pose, lighting and more, that can be expected of images taken without careful preparation or posing. ",https://www.openu.ac.il/home/hassner/Adience/data.html,https://www.openu.ac.il/home/hassner/Adience/adience_ageandgender.png,Age and Gender Estimation of Unfiltered Faces,"Eran Eidinger, Roee Enbar, and Tal Hassner, Age and Gender Estimation of Unfiltered Faces, Transactions on Information Forensics and Security (IEEE-TIFS), special issue on Facial Biometrics in the Wild, Volume 9, Issue 12, pages 2170 - 2179, Dec. 2014;Gil Levi and Tal Hassner, Age and Gender Classification Using Convolutional Neural Networks, IEEE Workshop on Analysis and Modeling of Faces and Gestures (AMFG), at the IEEE Conf. on Computer Vision and Pattern Recognition (CVPR), Boston, June 2015;Tal Hassner, Shai Harel*, Eran Paz* and Roee Enbar, Effective Face Frontalization in Unconstrained Images, IEEE Conf. on Computer Vision and Pattern Recognition (CVPR), Boston, June 2015",CVPR,The Open University of Israel,
136,Pandora,2017,"Guido Borghi, Marco Venturelli, Roberto Vezzani and Rita Cucchiara",pose estimation,person,shoulder pose;driving,images;depth images,depth positions;joint positions/pose annotations,250000,,"We collect a new challenging dataset, called Pandora. The dataset has been specifically created for the tasks described in the paper (i.e., head center localization, head pose and shoulder pose estimation) and is inspired by the automotive context. A frontal fixed device acquires the upper body part of the subjects, simulating the point of view of camera placed inside the dashboard. Among the others, the subjects also perform driving-like actions, such as grasping the steering wheel, looking to the rear-view or lateral mirrors, shifting gears and so on. Pandora contains 110 annotated sequences using 10 male and 12 female actors. Each subject has been recorded five times.",http://imagelab.ing.unimore.it/pandora/,http://imagelab.ing.unimore.it/pandora/assets/img/Immagine4.png,Poseidon: Face-from-depth for driver pose estimation.,"Borghi, G., Venturelli, M., Vezzani, R., & Cucchiara, R. (2017, July). Poseidon: Face-from-depth for driver pose estimation. In 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (pp. 5494-5503). IEEE.",CVPR,University of Modena and Reggio Emilia,
137,PubFig: Public Figures Face Database ,2009,"Neeraj Kumar, Alexander C. Berg, Peter N. Belhumeur, and Shree K. Nayar",identification,faces,,images,identity annotations,58797,,"The PubFig database is a large, real-world face dataset consisting of 58,797 images of 200 people collected from the internet. Unlike most other existing face datasets, these images are taken in completely uncontrolled situations with non-cooperative subjects. Thus, there is large variation in pose, lighting, expression, scene, camera, imaging conditions and parameters, etc.",http://www1.cs.columbia.edu/CAVE/databases/pubfig/,http://www1.cs.columbia.edu/CAVE/databases/pubfig/pubfig.png,Attribute and Simile Classifiers for Face Verification,"Kumar, N., Berg, A. C., Belhumeur, P. N., & Nayar, S. K. (2009, September). Attribute and simile classifiers for face verification. In Computer Vision, 2009 IEEE 12th International Conference on (pp. 365-372). IEEE.",ICCV,Columbia University,
138,SCface,2011,"Mislav Grgic, Kresimir Delac, Sonja Grgic, Bozidar Klimpak",identification,faces,,images,identity annotations,4160 ,,SCface is a database of static images of human faces. Images were taken in uncontrolled indoor environment using five video surveillance cameras of various qualities. Database contains 4160 static images (in visible and infrared spectrum) of 130 subjects. ,http://www.scface.org/,http://www.scface.org/SCface_coord.jpg,SCface – surveillance cameras face database,"Grgic, M., Delac, K., & Grgic, S. (2011). SCface–surveillance cameras face database. Multimedia tools and applications, 51(3), 863-879.",,University of Zagreb,
139,SiblingsDB,2014,"T.F. Vieira, A. Bottino, A. Laurentini, M. De Simone",recognition,faces,similarity;kinship,images,landmark annotations,184,,The SiblingsDB contains different datasets depicting images of individuals realted by sibling relationships.,https://areeweb.polito.it/ricerca/cgvg/siblingsDB.html,https://areeweb.polito.it/ricerca/cgvg/Projects/Kinship/siblingDB.png,Detecting Siblings in Image Pairs,"Vieira, T. F., Bottino, A., Laurentini, A., & De Simone, M. (2014). Detecting siblings in image pairs. The Visual Computer, 30(12), 1333-1345.",,Politecnico di Torino,
140,Spontaneous Emotion Multimodal Database (SEM-db),2016,"Juan Manuel Fernandez Montenegro, Athanasios Gkelias, V. Argyriou",recognition,affect/expression,,images;depth images;sensor recordings,gaze fixation annotations;landmark annotations,90,,SEM database is a multimodal dataset for spontaneous emotional reaction recognition that contains multimodal information of nine participants aged between 30 to 60 years old with different educational background taken while completing cognitive/visual tests. Ten repetitions have been recorded per participant providing a total of 90 instances.,http://staffnet.kingston.ac.uk/~ku43576/?page%20id=414,Emotion understanding using multimodal information based on autobiographical memories for Alzheimer’s patients,,"Montenegro, J. M. F., Gkelias, A., & Argyriou, V. (2016, November). Emotion understanding using multimodal information based on autobiographical memories for Alzheimer’s patients. In Asian Conference on Computer Vision(pp. 252-268). Springer, Cham.",ACCV,Kingston University;Imperial College,
